,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
ed-chang-2,ed-chang-2,Ed Chang,6-8,215lb,Forward,2018-19,san-diego-state,53,9,14.8,.353,.750,.000,.375,2,4,5,22.8,0.1,7,1,2,0.1
joel-mensah-1,joel-mensah-1,Joel Mensah,6-10,215lb,Forward,2018-19,san-diego-state,81,15,0.7,.179,.636,.179,,4,0,0,20.8,-0.2,11,1,2,0.1
michael-sohikish-1,michael-sohikish-1,Michael Sohikish,5-9,160lb,Guard,2018-19,san-diego-state,38,2,12.1,.333,.750,.500,.200,0,5,1,15.9,0.1,2,2,0,0.1
isaiah-pineiro-1,isaiah-pineiro-1,Isaiah Pineiro,6-7,215lb,Forward,2018-19,san-diego,1249,339,23.5,.487,.820,.538,.336,68,76,107,28.8,3.2,271,44,19,2.4
olin-carteriii-1,olin-carteriii-1,Olin Carter III,6-3,190lb,Guard,2018-19,san-diego,1050,91,14.8,.439,.796,.520,.375,6,49,46,22.9,1.6,85,26,5,1.3
isaiah-wright-1,isaiah-wright-1,Isaiah Wright,6-2,180lb,Guard,2018-19,san-diego,1171,126,15.3,.441,.786,.547,.327,10,145,90,20.7,1.9,116,43,1,1.7
tyler-williams-3,tyler-williams-3,Tyler Williams,6-5,190lb,Guard,2018-19,san-diego,1293,141,10.9,.385,.800,.381,.387,35,107,46,13.7,1.5,106,32,2,1.6
yauhen-massalski-1,yauhen-massalski-1,Yauhen Massalski,6-10,227lb,Forward,2018-19,san-diego,612,189,20.1,.609,.460,.606,1.000,63,32,54,20.6,0.8,126,13,49,1.3
alex-floresca-1,alex-floresca-1,Alex Floresca,6-8,240lb,Forward,2018-19,san-diego,682,111,12.4,.528,.643,.608,.267,30,45,39,15.4,0.9,81,14,11,1.0
finn-sullivan-1,finn-sullivan-1,Finn Sullivan,6-4,170lb,Guard,2018-19,san-diego,525,60,10.2,.394,.833,.468,.333,12,15,14,13.6,0.6,48,15,6,0.7
joey-calcaterra-1,joey-calcaterra-1,Joey Calcaterra,6-3,165lb,Guard,2018-19,san-diego,397,29,7.5,.384,.737,.426,.313,1,24,16,14.7,0.1,28,9,5,0.5
jose-martinez-1,jose-martinez-1,Jose Martinez,6-10,200lb,Forward,2018-19,san-diego,115,23,16.0,.417,.800,.619,.133,11,3,10,25.4,0.1,12,4,3,0.2
andrew-ferguson-1,andrew-ferguson-1,Andrew Ferguson,7-0,230lb,Center,2018-19,san-diego,108,19,18.0,.500,.750,.462,.529,2,14,9,19.9,0.2,17,3,6,0.2
akim-jamal-joseph-1,akim-jamal-joseph-1,Akim-Jamal Joseph,6-11,245lb,Center,2018-19,san-diego,41,13,2.6,.222,.286,.222,,6,4,5,22.3,-0.1,7,0,2,0.1
jake-gilliam-1,jake-gilliam-1,Jake Gilliam,6-10,255lb,Center,2018-19,san-diego,10,4,3.6,.500,1.000,1.000,.000,0,0,3,28.8,-0.1,4,0,1,0.0
emanuel-hylton-1,emanuel-hylton-1,Emanuel Hylton,6-3,200lb,Guard,2018-19,san-diego,11,1,3.6,1.000,,1.000,,0,0,2,14.4,0.0,1,0,1,0.0
devin-moss-1,devin-moss-1,Devin Moss,6-3,190lb,Guard,2018-19,san-diego,15,2,-0.4,.000,,.000,.000,0,1,0,7.0,0.0,2,0,1,0.0
andy-nelson-2,andy-nelson-2,Andy Nelson,6-1,180lb,Guard,2018-19,san-diego,2,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
mitch-scafer-1,mitch-scafer-1,Mitch Schafer,5-10,170lb,Guard,2018-19,san-diego,9,0,6.4,.000,,,.000,0,1,0,5.9,0.0,0,1,0,0.0
simon-stringer-1,simon-stringer-1,Simon Stringer,6-4,185lb,Guard,2018-19,san-diego,10,1,0.0,.000,,.000,,1,0,0,5.3,0.0,0,0,0,0.0
frankie-ferrari-1,frankie-ferrari-1,Frankie Ferrari,6-0,188lb,Guard,2018-19,san-francisco,1050,100,21.3,.426,.859,.451,.401,8,172,62,22.6,3.4,92,49,0,1.5
charles-minlend-2,charles-minlend-2,Charles Minlend,6-4,208lb,Guard,2018-19,san-francisco,940,145,19.0,.416,.695,.502,.288,41,52,47,26.7,1.9,104,28,16,1.3
jordan-ratinho-1,jordan-ratinho-1,Jordan Ratinho,6-5,210lb,Guard,2018-19,san-francisco,910,91,12.6,.419,.524,.519,.371,21,35,21,16.3,1.6,70,21,5,1.0
matthew-mccarthy-1,matthew-mccarthy-1,Matthew McCarthy,6-9,232lb,Forward,2018-19,san-francisco,559,195,24.3,.619,.592,.626,.429,71,19,46,23.9,1.6,124,11,12,1.0
jimbo-lull-1,jimbo-lull-1,Jimbo Lull,7-0,252lb,Center,2018-19,san-francisco,596,165,23.3,.604,.729,.608,.000,66,21,30,20.6,2.0,99,7,15,0.9
nate-renfro-1,nate-renfro-1,Nate Renfro,6-8,202lb,Forward,2018-19,san-francisco,778,156,14.9,.452,.449,.496,.333,55,51,46,18.0,0.8,101,29,31,1.4
jamaree-bouyea-1,jamaree-bouyea-1,Jamaree Bouyea,6-2,155lb,Guard,2018-19,san-francisco,714,101,13.6,.467,.654,.580,.306,10,40,29,14.6,0.9,91,27,15,1.2
remu-raitanen-1,remu-raitanen-1,Remu Raitanen,6-9,198lb,Forward,2018-19,san-francisco,276,47,18.7,.463,.824,.652,.364,17,21,8,15.4,0.9,30,8,2,0.4
dzmitry-ryuny-1,dzmitry-ryuny-1,Dzmitry Ryuny,6-9,200lb,Forward,2018-19,san-francisco,123,20,22.9,.465,.875,.600,.447,2,5,6,22.0,0.4,18,2,4,0.2
trevante-anderson-1,trevante-anderson-1,Trevante Anderson,6-1,170lb,Guard,2018-19,san-francisco,90,5,10.8,.444,.250,.455,.438,3,11,7,20.4,0.1,2,1,0,0.1
taavi-jurkatamm-1,taavi-jurkatamm-1,Taavi Jurkatamm,6-9,210lb,Forward,2018-19,san-francisco,190,36,5.7,.421,.250,.444,.000,12,11,10,8.3,0.0,24,5,5,0.3
nathan-krill-1,nathan-krill-1,Nathan Krill,6-7,210lb,Forward,2018-19,san-francisco,4,1,26.3,.500,,1.000,.000,1,0,0,25.6,0.0,0,0,0,0.0
michael-orlich-1,michael-orlich-1,Michael Orlich,5-11,180lb,Guard,2018-19,san-francisco,17,4,-2.2,.250,.000,1.000,.000,0,1,1,17.9,-0.1,4,0,0,0.0
dylan-belquist-1,dylan-belquist-1,Dylan Belquist,6-6,190lb,Forward,2018-19,san-francisco,3,0,-46.7,.000,,.000,.000,0,0,0,51.2,-0.1,0,0,0,0.0
michael-steadman-1,michael-steadman-1,Michael Steadman,6-10,210lb,Forward,2018-19,san-jose-state,945,264,14.3,.483,.613,.500,.227,72,27,75,24.7,0.4,192,4,14,0.3
noah-baumann-1,noah-baumann-1,Noah Baumann,6-5,180lb,Guard,2018-19,san-jose-state,848,83,12.0,.407,.773,.315,.455,10,55,61,20.4,0.8,73,16,2,-0.1
brae-ivey-1,brae-ivey-1,Brae Ivey,6-2,185lb,Guard,2018-19,san-jose-state,808,72,11.4,.377,.789,.462,.311,10,102,83,21.3,0.5,62,35,2,0.2
seneca-knight-1,seneca-knight-1,Seneca Knight,6-6,190lb,Guard,2018-19,san-jose-state,622,77,7.1,.320,.559,.330,.308,16,36,33,20.7,-0.3,61,12,3,0.0
craig-lecesne-1,craig-lecesne-1,Craig LeCesne,6-9,225lb,Forward,2018-19,san-jose-state,561,120,9.2,.366,.841,.411,.233,33,56,57,21.9,-0.3,87,11,3,0.1
zach-chappell-1,zach-chappell-1,Zach Chappell,6-3,175lb,Guard,2018-19,san-jose-state,511,51,9.8,.326,.732,.367,.277,7,65,38,20.1,0.0,44,20,1,0.1
oumar-barry-1,oumar-barry-1,Oumar Barry,6-11,230lb,Center-Forward,2018-19,san-jose-state,424,80,14.1,.500,.667,.593,.200,26,15,30,19.1,0.4,54,9,14,0.1
christian-anigwe-1,christian-anigwe-1,Christian Anigwe,6-9,190lb,Forward,2018-19,san-jose-state,448,99,12.9,.573,.484,.594,.333,46,7,18,13.5,0.6,53,4,8,0.0
ashtin-chastain-1,ashtin-chastain-1,Ashtin Chastain,6-11,245lb,Center,2018-19,san-jose-state,501,93,5.8,.457,.447,.466,.375,28,15,29,12.6,-0.1,65,4,2,0.0
brian-rodriguez-flores-1,brian-rodriguez-flores-1,Brian Rodriguez-Flores,6-4,180lb,Guard,2018-19,san-jose-state,202,26,7.5,.354,.636,.517,.222,10,13,14,20.5,-0.1,16,4,1,0.0
isaiah-nichols-1,isaiah-nichols-1,Isaiah Nichols,6-5,180lb,Guard,2018-19,san-jose-state,190,37,4.9,.276,.500,.313,.231,14,18,20,21.4,-0.4,23,8,1,0.1
trey-smith-1,trey-smith-1,Trey Smith,6-3,175lb,Guard,2018-19,san-jose-state,126,9,4.8,.353,.333,.333,.364,1,9,5,9.7,0.0,8,2,0,0.0
kaison-hammonds-1,kaison-hammonds-1,Kaison Hammonds,6-4,170lb,Guard,2018-19,san-jose-state,63,5,-0.4,.133,.750,.000,.250,0,5,4,16.3,-0.1,5,2,1,0.0
tahj-eaddy-1,tahj-eaddy-1,Tahj Eaddy,6-1,165lb,Guard,2018-19,santa-clara,1099,83,15.1,.401,.802,.426,.379,9,98,62,23.8,1.9,74,28,0,0.9
josip-vrankic-1,josip-vrankic-1,Josip Vrankic,6-8,205lb,Forward,2018-19,santa-clara,1004,193,18.9,.520,.729,.567,.309,54,40,67,22.8,1.9,139,28,28,1.4
trey-wertz-1,trey-wertz-1,Trey Wertz,6-5,180lb,Guard,2018-19,santa-clara,1009,91,12.6,.445,.758,.534,.317,11,146,118,24.5,0.7,80,28,3,1.0
keshawn-justice-1,keshawn-justice-1,Keshawn Justice,6-4,190lb,Forward,2018-19,santa-clara,816,89,14.9,.404,.729,.431,.385,12,51,33,20.3,1.2,77,25,9,0.9
guglielmo-caruso-1,guglielmo-caruso-1,Guglielmo Caruso,6-9,210lb,Forward,2018-19,santa-clara,652,130,14.1,.525,.661,.575,.321,39,24,41,17.3,0.8,91,15,31,0.9
josh-martin-2,josh-martin-2,Josh Martin,6-7,230lb,Forward,2018-19,santa-clara,816,238,11.3,.389,.627,.383,.394,39,38,37,11.6,0.6,199,11,18,1.3
henrik-jadersten-1,henrik-jadersten-1,Henrik Jadersten,6-11,240lb,Forward,2018-19,santa-clara,388,62,10.9,.506,.846,.580,.387,19,9,19,14.6,0.4,43,4,11,0.4
zeke-richards-1,zeke-richards-1,Zeke Richards,6-11,230lb,Center,2018-19,santa-clara,298,49,8.3,.531,.586,.531,,21,4,16,14.1,0.2,28,4,6,0.3
kj-feagin-1,kj-feagin-1,KJ Feagin,6-1,190lb,Guard,2018-19,santa-clara,53,6,-5.3,.235,.000,.200,.286,1,2,8,25.6,-0.3,5,3,0,0.1
fallou-ndoye-1,fallou-ndoye-1,Fallou Ndoye,6-11,225lb,Center-Forward,2018-19,santa-clara,101,17,-5.9,.125,.333,.125,,5,3,10,15.2,-0.4,12,0,4,0.1
max-dorward-1,max-dorward-1,Max Dorward,6-4,170lb,Guard,2018-19,santa-clara,29,1,-4.4,.250,.000,.333,.000,0,1,1,10.9,-0.1,1,0,1,0.0
matthew-hayes-1,matthew-hayes-1,Matthew Hayes,,,Guard,2018-19,santa-clara,2,0,16.2,,.500,,,0,0,0,25.3,0.0,0,0,0,0.0
noah-lack-1,noah-lack-1,Noah Lack,6-4,,Guard,2018-19,santa-clara,2,0,-8.6,,,,,0,0,0,0.0,0.0,0,0,0,0.0
luke-martin-resnick-1,luke-martin-resnick-1,Luke Martin-Resnick,6-4,205lb,Guard,2018-19,santa-clara,2,2,-6.5,.000,,,.000,0,0,0,26.6,0.0,2,0,0,0.0
johnny-sawyer-1,johnny-sawyer-1,Johnny Sawyer,6-2,190lb,Guard,2018-19,santa-clara,4,1,-11.7,.000,,.000,,0,0,0,13.3,0.0,1,0,0,0.0
jaquan-dotson-1,jaquan-dotson-1,Jaquan Dotson,6-4,195lb,Guard,2018-19,savannah-state,973,212,17.8,.446,.713,.651,.315,75,61,62,19.6,1.8,137,40,17,0.5
zach-sellers-2,zach-sellers-2,Zach Sellers,6-1,175lb,Guard,2018-19,savannah-state,1060,113,13.4,.410,.775,.524,.295,39,130,76,18.6,1.3,74,41,3,0.2
zaquavian-smith-1,zaquavian-smith-1,Zaquavian Smith,6-1,170lb,Guard,2018-19,savannah-state,701,74,12.2,.370,.769,.472,.311,24,34,37,21.8,0.5,50,28,11,0.2
romani-hansen-1,romani-hansen-1,Romani Hansen,6-8,200lb,Forward,2018-19,savannah-state,713,169,14.5,.443,.670,.552,.264,51,31,55,20.7,0.7,118,18,27,0.4
tyrell-harper-1,tyrell-harper-1,Tyrell Harper,6-7,180lb,Forward,2018-19,savannah-state,807,191,11.9,.389,.681,.523,.281,38,85,93,20.4,-0.1,153,40,11,0.7
collins-joseph-1,collins-joseph-1,Collins Joseph,6-0,155lb,Guard,2018-19,savannah-state,623,68,12.7,.374,.660,.455,.338,19,69,46,20.1,0.6,49,24,1,0.1
john-grantjr-1,john-grantjr-1,John Grant Jr.,6-6,208lb,Forward,2018-19,savannah-state,378,77,8.0,.302,.692,.375,.274,17,14,20,23.2,-0.2,60,12,6,0.2
jahlin-smith-1,jahlin-smith-1,Jahlin Smith,6-7,180lb,Forward,2018-19,savannah-state,372,81,9.2,.362,.455,.571,.273,22,17,33,22.6,-0.2,59,12,6,0.2
adam-saeed-1,adam-saeed-1,Adam Saeed,6-6,190lb,Guard,2018-19,savannah-state,398,56,9.2,.482,.533,.621,.160,27,13,29,14.8,0.1,29,14,10,0.1
amaru-bryant-1,amaru-bryant-1,Amaru Bryant,6-4,175lb,Guard,2018-19,savannah-state,44,6,5.0,.333,,.400,.250,3,3,5,23.2,-0.1,3,2,0,0.0
chris-dubose-2,chris-dubose-2,Chris Dubose,6-4,185lb,Guard,2018-19,savannah-state,71,2,-1.1,.208,,1.000,.174,0,2,1,15.6,-0.1,2,1,0,0.0
andrew-okorodudu-1,andrew-okorodudu-1,Andrew Okorodudu,,,Forward,2018-19,savannah-state,26,8,19.4,1.000,.500,1.000,,2,0,4,17.0,0.0,6,1,4,0.0
christian-carson-1,christian-carson-1,Christian Carson,,,Guard,2018-19,savannah-state,44,3,5.6,.500,,1.000,.400,1,3,3,9.1,0.0,2,1,0,0.0
joseph-boykin-1,joseph-boykin-1,Joseph Boykin,,,Guard,2018-19,savannah-state,15,1,-6.4,.000,,,.000,0,0,0,5.9,0.0,1,0,0,0.0
terrell-brown-55,terrell-brown-55,Terrell Brown,6-1,175lb,Guard,2018-19,seattle,1101,226,19.2,.455,.682,.472,.318,47,150,79,24.4,2.1,179,36,9,1.9
morgan-means-1,morgan-means-1,Morgan Means,6-3,175lb,Guard,2018-19,seattle,1166,143,14.7,.393,.852,.413,.369,22,98,80,21.7,1.9,121,41,1,1.7
myles-carter-1,myles-carter-1,Myles Carter,6-9,230lb,Forward,2018-19,seattle,975,260,17.1,.477,.623,.480,.400,77,16,74,25.0,1.0,183,5,60,1.8
delante-jones-1,delante-jones-1,Delante Jones,6-5,195lb,Guard-Forward,2018-19,seattle,750,79,12.0,.395,.779,.432,.347,23,31,53,24.0,0.6,56,10,9,0.9
matej-kavas-1,matej-kavas-1,Matej Kavas,6-8,200lb,Guard,2018-19,seattle,555,110,18.2,.458,.792,.458,.458,14,16,20,19.9,1.5,96,6,1,0.8
riley-grigsby-1,riley-grigsby-1,Riley Grigsby,6-6,220lb,Guard,2018-19,seattle,515,77,11.5,.479,.718,.561,.300,19,16,17,12.7,0.7,58,8,20,0.8
mattia-dacampo-1,mattia-dacampo-1,Mattia Da Campo,6-5,210lb,Guard,2018-19,seattle,577,134,12.4,.514,.667,.528,.474,64,24,30,10.9,0.9,70,8,1,0.7
aaron-nettles-1,aaron-nettles-1,Aaron Nettles,5-11,175lb,Guard,2018-19,seattle,367,18,10.0,.468,.714,.583,.440,2,12,13,11.1,0.5,16,16,0,0.5
anand-hundal-1,anand-hundal-1,Anand Hundal,6-10,230lb,Forward,2018-19,seattle,207,45,15.8,.468,.500,.750,.323,15,6,7,13.7,0.4,30,4,15,0.4
trey-hopkins-2,trey-hopkins-2,Trey Hopkins,6-4,163lb,Guard,2018-19,seattle,136,21,9.6,.425,.600,.583,.188,11,4,7,18.1,0.1,10,2,0,0.1
ian-burke-3,ian-burke-3,Ian Burke,6-5,180lb,Guard,2018-19,seattle,177,25,7.4,.360,.583,.200,.400,4,10,9,11.2,0.1,21,4,0,0.2
rip-economou-1,rip-economou-1,Rip Economou,6-8,180lb,Guard,2018-19,seattle,64,6,3.0,.259,.600,.333,.250,4,0,2,24.5,0.0,2,0,1,0.1
joe-wall-3,joe-wall-3,Joe Wall,6-7,215lb,Forward,2018-19,seattle,13,2,26.8,.444,,1.000,.375,1,0,0,34.5,0.1,1,0,0,0.0
dashawn-mcdowell-1,dashawn-mcdowell-1,Dashawn McDowell,6-5,185lb,Guard,2018-19,seattle,34,6,6.1,.400,.000,.400,,2,2,2,19.0,0.0,4,1,0,0.0
matt-vail-2,matt-vail-2,Matt Vail,6-5,190lb,Forward,2018-19,seattle,13,1,6.5,,,,,0,1,0,0.0,0.0,1,0,1,0.0
myles-powell-1,myles-powell-1,Myles Powell,6-2,195lb,Guard,2018-19,seton-hall,1225,136,24.8,.447,.840,.539,.363,26,99,101,30.9,4.0,110,68,6,1.6
myles-cale-1,myles-cale-1,Myles Cale,6-6,210lb,Guard,2018-19,seton-hall,1022,140,11.7,.411,.667,.440,.378,20,41,46,18.4,1.0,120,27,3,1.1
quincy-mcknight-1,quincy-mcknight-1,Quincy McKnight,6-4,185lb,Guard,2018-19,seton-hall,968,93,13.7,.452,.641,.516,.269,15,134,86,20.2,0.8,78,55,8,1.3
michael-nzei-1,michael-nzei-1,Michael Nzei,6-8,205lb,Forward,2018-19,seton-hall,979,177,15.3,.602,.688,.602,,70,33,35,14.2,2.2,107,6,13,0.8
sandro-mamukelashvili-1,sandro-mamukelashvili-1,Sandro Mamukelashvili,6-10,230lb,Forward,2018-19,seton-hall,994,265,15.9,.437,.612,.520,.301,76,54,50,17.0,1.4,189,19,41,1.5
taurean-thompson-1,taurean-thompson-1,Taurean Thompson,6-11,215lb,Forward,2018-19,seton-hall,278,61,14.2,.403,.739,.453,.241,25,4,21,27.8,0.0,36,8,13,0.4
jared-rhoden-1,jared-rhoden-1,Jared Rhoden,6-6,205lb,Guard,2018-19,seton-hall,436,89,12.3,.342,.568,.453,.246,37,12,11,16.2,0.4,52,18,9,0.6
anthony-nelson-2,anthony-nelson-2,Anthony Nelson,6-4,175lb,Guard,2018-19,seton-hall,357,33,9.2,.345,.696,.358,.300,4,62,27,17.3,0.0,29,11,2,0.4
shavar-reynolds-1,shavar-reynolds-1,Shavar Reynolds,6-2,195lb,Guard,2018-19,seton-hall,262,32,9.7,.262,.857,.364,.156,11,19,9,16.5,0.1,21,16,1,0.4
romaro-gill-1,romaro-gill-1,Romaro Gill,7-2,255lb,Center,2018-19,seton-hall,293,72,12.7,.583,.357,.583,,22,1,19,12.5,0.0,50,7,34,0.6
darnell-brodie-1,darnell-brodie-1,Darnell Brodie,6-9,265lb,Forward,2018-19,seton-hall,54,11,1.7,.300,.333,.300,,3,0,2,13.6,-0.1,8,0,2,0.1
asiah-avent-1,asiah-avent-1,Asiah Avent,6-3,190lb,Guard,2018-19,seton-hall,7,1,-15.2,.000,,.000,.000,0,0,0,14.2,0.0,1,0,0,0.0
jalen-pickett-1,jalen-pickett-1,Jalen Pickett,6-4,190lb,Guard,2018-19,siena,1225,152,25.5,.436,.746,.506,.348,43,221,80,26.5,4.0,109,66,29,1.6
evan-fisher-1,evan-fisher-1,Evan Fisher,6-9,246lb,Forward,2018-19,siena,1032,185,19.5,.488,.720,.535,.231,34,46,52,29.1,1.7,151,6,15,0.8
sloan-seymour-1,sloan-seymour-1,Sloan Seymour,6-9,205lb,Forward,2018-19,siena,879,23,10.8,.374,1.000,.389,.373,4,6,14,18.9,1.1,19,7,3,0.2
kevin-degnan-1,kevin-degnan-1,Kevin Degnan,6-9,220lb,Forward,2018-19,siena,1108,201,15.6,.436,.618,.519,.396,41,31,26,14.9,1.8,160,36,18,1.3
manny-camper-1,manny-camper-1,Manny Camper,6-6,208lb,Guard,2018-19,siena,758,157,13.4,.486,.522,.582,.133,53,38,43,17.3,0.7,104,24,8,0.9
kadeem-smithen-1,kadeem-smithen-1,Kadeem Smithen,6-3,165lb,Guard,2018-19,siena,639,73,15.6,.474,.787,.540,.404,10,34,22,13.5,1.2,63,33,9,0.8
jimmy-ratliff-2,jimmy-ratliff-2,Jimmy Ratliff,6-8,181lb,Guard,2018-19,siena,331,31,7.7,.350,.667,.625,.308,13,8,10,12.6,0.1,18,7,4,0.2
sammy-friday-1,sammy-friday-1,Sammy Friday,6-9,239lb,Forward,2018-19,siena,131,22,16.3,.561,.480,.561,,10,3,8,27.1,0.2,12,0,1,0.1
georges-darwiche-1,georges-darwiche-1,Georges Darwiche,6-1,183lb,Guard,2018-19,siena,270,13,-0.3,.261,.833,.308,.242,6,17,20,14.9,-0.4,7,4,0,0.1
denzel-tchougang-1,denzel-tchougang-1,Denzel Tchougang,6-10,211lb,Forward,2018-19,siena,112,15,-1.7,.250,.800,.250,,4,1,8,13.7,-0.2,11,1,3,0.1
thomas-huerterjr-1,thomas-huerterjr-1,Thomas Huerter Jr.,6-7,218lb,Forward,2018-19,siena,176,22,1.8,.143,1.000,.167,.125,5,8,9,7.9,-0.2,17,5,2,0.2
braedon-bayer-1,braedon-bayer-1,Braedon Bayer,6-4,186lb,Guard,2018-19,siena,53,2,-6.9,.100,,,.100,0,1,2,13.2,-0.2,2,1,1,0.0
ben-diamond-1,ben-diamond-1,Ben Diamond,5-10,150lb,Guard,2018-19,siena,1,0,-51.2,.000,,.000,,0,0,0,58.3,0.0,0,0,0,0.0
paulo-morastoni-1,paulo-morastoni-1,Paulo Morastoni,6-3,200lb,Guard,2018-19,siena,10,3,-2.0,.000,,,.000,0,1,1,11.7,0.0,3,0,0,0.0
josh-ajayi-1,josh-ajayi-1,Josh Ajayi,6-7,245lb,Forward,2018-19,south-alabama,1030,244,23.2,.560,.703,.573,.444,74,52,87,26.5,2.8,170,22,29,1.3
trhae-mitchell-1,trhae-mitchell-1,Trhae Mitchell,6-6,195lb,Forward,2018-19,south-alabama,1164,257,20.6,.478,.647,.495,.420,46,122,82,22.4,2.1,211,39,71,1.9
rodrick-sikes-1,rodrick-sikes-1,Rodrick Sikes,6-2,170lb,Guard,2018-19,south-alabama,1001,65,13.0,.392,.689,.486,.346,6,21,35,21.7,1.2,59,32,4,0.8
herb-mcgee-1,herb-mcgee-1,Herb McGee,6-2,195lb,Guard,2018-19,south-alabama,975,101,12.3,.429,.757,.511,.375,6,99,74,18.4,1.3,95,23,3,0.8
kory-holden-1,kory-holden-1,Kory Holden,6-2,185lb,Guard,2018-19,south-alabama,581,40,14.9,.433,.686,.364,.467,9,59,48,23.7,1.1,31,10,2,0.3
rj-kelly-1,rj-kelly-1,R.J. Kelly,6-7,205lb,Forward,2018-19,south-alabama,873,135,8.0,.390,.673,.507,.250,49,33,43,11.3,0.3,86,23,23,0.9
john-pettway-1,john-pettway-1,John Pettway,6-2,193lb,Guard,2018-19,south-alabama,584,54,13.1,.557,.788,.580,.167,18,53,39,14.2,0.7,36,36,2,0.7
jordan-andrews-1,jordan-andrews-1,Jordan Andrews,6-5,180lb,Guard,2018-19,south-alabama,315,28,9.8,.376,.545,.429,.354,5,21,11,17.9,0.3,23,6,1,0.2
abdul-dial-1,abdul-dial-1,Abdul Dial,6-3,200lb,Guard,2018-19,south-alabama,154,31,12.9,.432,.643,.552,.200,14,5,7,19.4,0.2,17,2,2,0.1
kevin-morris-2,kevin-morris-2,Kevin Morris,6-8,248lb,Forward,2018-19,south-alabama,198,45,8.6,.531,.444,.531,,18,6,15,15.6,0.1,27,8,4,0.3
damani-applewhite-1,damani-applewhite-1,Damani Applewhite,6-8,200lb,Guard-Forward,2018-19,south-carolina-state,1155,252,21.1,.506,.705,.517,.250,81,37,54,24.1,3.4,171,12,9,0.6
janai-raynorpowell-1,janai-raynorpowell-1,Janai Raynor Powell,5-10,165lb,Guard,2018-19,south-carolina-state,1072,89,12.0,.383,.795,.377,.398,25,129,90,20.2,0.9,64,36,0,0.5
jahmari-etienne-1,jahmari-etienne-1,Jahmari Etienne,6-3,190lb,Guard,2018-19,south-carolina-state,708,55,10.3,.378,.793,.359,.392,14,33,41,21.2,0.6,41,12,4,0.2
ian-kinard-1,ian-kinard-1,Ian Kinard,6-8,210lb,Forward,2018-19,south-carolina-state,769,132,11.6,.399,.762,.495,.267,46,24,55,18.4,0.7,86,25,11,0.6
ozante-fields-1,ozante-fields-1,Ozante Fields,6-7,220lb,Forward,2018-19,south-carolina-state,502,131,21.5,.600,.800,.604,.000,47,13,29,20.7,1.5,84,7,10,0.4
lavar-harewood-1,lavar-harewood-1,Lavar Harewood,6-3,195lb,Forward-Guard,2018-19,south-carolina-state,582,78,14.3,.415,.771,.453,.393,24,19,28,18.5,1.0,54,21,2,0.4
rayshawn-neal-1,rayshawn-neal-1,Rayshawn Neal,5-10,185lb,Guard,2018-19,south-carolina-state,570,71,8.9,.440,.709,.481,.158,19,73,77,22.2,-0.3,52,14,3,0.3
allen-hatchettjr-1,allen-hatchettjr-1,"Allen Hatchett, Jr.",6-4,,Guard,2018-19,south-carolina-state,577,69,5.2,.303,.704,.358,.258,18,19,30,14.0,-0.3,51,19,10,0.4
aramani-hill-1,aramani-hill-1,Aramani Hill,6-7,225lb,Forward,2018-19,south-carolina-state,292,56,12.2,.531,.667,.517,.667,24,8,28,19.9,0.3,32,7,1,0.2
david-bottenberg-1,david-bottenberg-1,David Bottenberg,6-8,220lb,Forward,2018-19,south-carolina-state,304,56,10.1,.333,.773,.400,.133,21,13,17,16.1,0.2,35,4,9,0.2
fred-slater-1,fred-slater-1,Fred Slater,6-4,,Guard,2018-19,south-carolina-state,151,14,10.0,.364,.857,.571,.267,2,6,4,17.0,0.2,12,4,0,0.1
dwayne-banks-1,dwayne-banks-1,Dwayne Banks,5-10,180lb,Guard,2018-19,south-carolina-state,151,13,-1.9,.208,.625,.250,.188,4,11,17,14.8,-0.4,9,4,1,0.1
savion-dawkins-1,savion-dawkins-1,Savion Dawkins,6-4,,Guard,2018-19,south-carolina-state,28,0,-1.6,.200,,.000,.250,0,1,2,12.5,-0.1,0,2,0,0.0
robert-flint-1,robert-flint-1,Robert Flint,6-2,205lb,Guard,2018-19,south-carolina-state,12,0,-9.3,,,,,0,0,1,4.2,0.0,0,0,0,0.0
fahmmi-mamo-1,fahmmi-mamo-1,Fahmmi Mamo,6-6,,Guard,2018-19,south-carolina-state,0,0,,.000,,,.000,0,0,0,,0.0,0,0,0,0.0
alex-taylor-1,alex-taylor-1,Alex Taylor,6-9,,Forward,2018-19,south-carolina-state,2,1,0.0,.000,,.000,,1,0,0,25.0,0.0,0,0,0,0.0
malik-moore-2,malik-moore-2,Malik Moore,6-6,190lb,Forward,2018-19,south-carolina-upstate,808,193,23.3,.459,.702,.583,.297,50,63,67,29.2,1.7,143,39,19,1.1
deion-holmes-1,deion-holmes-1,Deion Holmes,6-2,188lb,Guard,2018-19,south-carolina-upstate,820,124,16.6,.426,.826,.478,.355,31,34,63,28.6,1.0,93,17,7,0.5
